date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1967-10-01,-0.0258,-0.0262,0.006500000000000001,-0.0526,-0.0115,-0.0015,-0.0495,-0.029900000000000003,-0.022400000000000003,-0.0127,0.018500000000000003,-0.049699999999999994,-0.0579,-0.0189,0.0025
1967-11-01,0.0102,0.0066,0.0134,0.0009,-0.0029,0.0232,-0.0032,0.0005,0.013000000000000001,0.0036,0.0194,-0.0040999999999999995,0.0102,-0.0083,0.006999999999999999
1967-12-01,0.0363,0.0323,0.0412,0.033,0.0021,0.042300000000000004,0.03,0.026000000000000002,0.038900000000000004,0.043,0.04019999999999999,0.0187,0.0591,-0.0040999999999999995,0.0134
1968-01-01,-0.012,-0.019,-0.0653,-0.0473,-0.0898,-0.0046,-0.0199,-0.0034000000000000002,-0.0349,-0.0722,-0.061200000000000004,-0.0441,-0.0527,-0.0821,-0.10369999999999999
1968-02-01,-0.0278,-0.023799999999999998,-0.0382,-0.042699999999999995,-0.041299999999999996,-0.0253,-0.030600000000000002,-0.0264,-0.021099999999999997,-0.0327,-0.0414,-0.0418,-0.0444,-0.0302,-0.0616
1968-03-01,0.012199999999999999,0.0026,0.0297,-0.0029,0.011000000000000001,0.0177,0.0062,-0.0052,0.0108,0.023,0.0336,-0.0063,0.0029,0.0036,0.025099999999999997
1968-04-01,0.0958,0.0591,0.10890000000000001,0.1165,0.1373,0.1192,0.0697,0.0463,0.0722,0.1092,0.10880000000000001,0.1052,0.1362,0.1365,0.1387
1968-05-01,0.045,0.0086,0.0368,0.0222,0.02,0.048600000000000004,0.0407,0.0022,0.0149,0.0279,0.042,0.0123,0.039,0.008199999999999999,0.0418
1968-06-01,0.0105,0.015700000000000002,-0.0024,0.0046,-0.0106,0.0103,0.0109,0.0297,0.0017000000000000001,-0.0037,-0.0017000000000000001,0.006,0.0023,-0.012,-0.0083
1968-07-01,-0.016,-0.009000000000000001,-0.015,-0.045599999999999995,-0.0622,-0.0131,-0.0182,-0.0089,-0.009000000000000001,0.0008,-0.0478,-0.0537,-0.0385,-0.0432,-0.07719999999999999
1968-08-01,0.0256,0.015300000000000001,0.0182,0.023799999999999998,0.013999999999999999,0.0229,0.0275,0.0265,0.0102,0.0195,0.0154,0.0131,0.0331,0.0225,0.006999999999999999
1968-09-01,0.0706,0.023399999999999997,0.0654,0.0507,0.048,0.0712,0.0701,0.0412,0.0152,0.0652,0.06570000000000001,0.051500000000000004,0.05,0.049800000000000004,0.0466
